CoT_Type_Technical;MIL2525C;APP6B
a-u-g-u-c-r-l;SUG-UCRL--;SUG-UCRLL--
a-u-g-u-c-r-o;SUG-UCRO--;SUG-UCRO--
a-u-g-u-c-r-r;SUG-UCRR--;SUG-UCRR--
a-u-g-u-c-r-r-d;SUG-UCRRD-;SUG-UCRRD-
a-u-g-u-c-r-r-f;SUG-UCRRF-;SUG-UCRRF-
a-u-g-u-c-r-r-l;SUG-UCRRL-;SUG-UCRRL-
a-u-g-u-c-r-s;SUG-UCRS--;SUG-UCRS--
a-u-g-u-c-r-v;SUG-UCRV--;SUG-UCRV--
a-u-g-u-c-r-v-a;SUG-UCRVA-;SUG-UCRVA-
a-u-g-u-c-r-v-g;SUG-UCRVG-;SUG-UCRVG-
a-u-g-u-c-r-v-m;SUG-UCRVM-;SUG-UCRVM-
a-u-g-u-c-r-v-o;SUG-UCRVO-;SUG-UCRVO-
a-u-g-u-c-r-x;SUG-UCRX--;SUG-UCRX--
a-u-g-u-c-s;SUG-UCS---;SUG-UCS---
a-u-g-u-c-s-a;SUG-UCSA--;SUG-UCSA--
a-u-g-u-c-s-g;SUG-UCSG--;SUG-UCSG--
a-u-g-u-c-s-g-a;SUG-UCSGA-;SUG-UCSGA-
a-u-g-u-c-s-g-d;SUG-UCSGD-;SUG-UCSGD-
a-u-g-u-c-s-g-m;SUG-UCSGM-;SUG-UCSGM-
a-u-g-u-c-s-m;SUG-UCSM--;SUG-UCSM--
a-u-g-u-c-s-r;SUG-UCSR--;SUG-UCSR--
a-u-g-u-c-s-w;SUG-UCSW--;SUG-UCSW--
a-u-g-u-c-v;SUG-UCV---;SUG-UCV---
a-u-g-u-c-v-c;SUG-UCVC--;SUG-UCVC--
a-u-g-u-c-v-f;SUG-UCVF--;SUG-UCVF--
a-u-g-u-c-v-f-a;SUG-UCVFA-;SUG-UCVFA-
a-u-g-u-c-v-f-r;SUG-UCVFR-;SUG-UCVFR-
a-u-g-u-c-v-f-u;SUG-UCVFU-;SUG-UCVFU-
a-u-g-u-c-v-r;SUG-UCVR--;SUG-UCVR--
a-u-g-u-c-v-r-a;SUG-UCVRA-;SUG-UCVRA-
a-u-g-u-c-v-r-m;SUG-UCVRM-;SUG-UCVRM-
a-u-g-u-c-v-r-s;SUG-UCVRS-;SUG-UCVRS-
a-u-g-u-c-v-r-u;SUG-UCVRU-;SUG-UCVRU-
a-u-g-u-c-v-r-u-c;SUG-UCVRUC;SUG-UCVRUC
a-u-g-u-c-v-r-u-e;SUG-UCVRUE;SUG-UCVRUE
a-u-g-u-c-v-r-u-h;SUG-UCVRUH;SUG-UCVRUH
a-u-g-u-c-v-r-u-l;SUG-UCVRUL;SUG-UCVRUL
a-u-g-u-c-v-r-u-m;SUG-UCVRUM;SUG-UCVRUM
a-u-g-u-c-v-r-w;SUG-UCVRW-;SUG-UCVRW-
a-u-g-u-c-v-s;SUG-UCVS--;SUG-UCVS--
a-u-g-u-c-v-u;SUG-UCVU--;SUG-UCVU--
a-u-g-u-c-v-u-f;SUG-UCVUF-;SUG-UCVUF-
a-u-g-u-c-v-u-r;SUG-UCVUR-;SUG-UCVUR-
a-u-g-u-c-v-v;SUG-UCVV--;SUG-UCVV--
a-u-g-u-h;SUG-UH----;SUG-UH----
a-u-g-u-s;SUG-US----;SUG-US----
a-u-g-u-s-a;SUG-USA---;SUG-USA---
a-u-g-u-s-a-c;SUG-USAC--;SUG-USAC--
a-u-g-u-s-a-f;SUG-USAF--;SUG-USAF--
a-u-g-u-s-a-f-c;SUG-USAFC-;SUG-USAFC-
a-u-g-u-s-a-f-t;SUG-USAFT-;SUG-USAFT-
a-u-g-u-s-a-j;SUG-USAJ--;SUG-USAJ--
a-u-g-u-s-a-j-c;SUG-USAJC-;SUG-USAJC-
a-u-g-u-s-a-j-t;SUG-USAJT-;SUG-USAJT-
a-u-g-u-s-a-l;SUG-USAL--;SUG-USAL--
a-u-g-u-s-a-l-c;SUG-USALC-;SUG-USALC-
a-u-g-u-s-a-l-t;SUG-USALT-;SUG-USALT-
a-u-g-u-s-a-m;SUG-USAM--;SUG-USAM--
a-u-g-u-s-a-m-c;SUG-USAMC-;SUG-USAMC-
a-u-g-u-s-a-m-t;SUG-USAMT-;SUG-USAMT-
a-u-g-u-s-a-o;SUG-USAO--;SUG-USAO--
a-u-g-u-s-a-o-c;SUG-USAOC-;SUG-USAOC-
a-u-g-u-s-a-o-t;SUG-USAOT-;SUG-USAOT-
a-u-g-u-s-a-p;SUG-USAP--;SUG-USAP--
a-u-g-u-s-a-p-b;SUG-USAPB-;SUG-USAPB-
a-u-g-u-s-a-p-b-c;SUG-USAPBC;SUG-USAPBC
a-u-g-u-s-a-p-b-t;SUG-USAPBT;SUG-USAPBT
a-u-g-u-s-a-p-c;SUG-USAPC-;SUG-USAPC-
a-u-g-u-s-a-p-m;SUG-USAPM-;SUG-USAPM-
a-u-g-u-s-a-p-m-c;SUG-USAPMC;SUG-USAPMC
a-u-g-u-s-a-p-m-t;SUG-USAPMT;SUG-USAPMT
a-u-g-u-s-a-p-t;SUG-USAPT-;SUG-USAPT-
a-u-g-u-s-a-q;SUG-USAQ--;SUG-USAQ--
a-u-g-u-s-a-q-c;SUG-USAQC-;SUG-USAQC-
a-u-g-u-s-a-q-t;SUG-USAQT-;SUG-USAQT-
a-u-g-u-s-a-r;SUG-USAR--;SUG-USAR--
a-u-g-u-s-a-r-c;SUG-USARC-;SUG-USARC-
a-u-g-u-s-a-r-t;SUG-USART-;SUG-USART-
a-u-g-u-s-a-s;SUG-USAS--;SUG-USAS--
a-u-g-u-s-a-s-c;SUG-USASC-;SUG-USASC-
a-u-g-u-s-a-s-t;SUG-USAST-;SUG-USAST-
a-u-g-u-s-a-t;SUG-USAT--;SUG-USAT--
a-u-g-u-s-a-w;SUG-USAW--;SUG-USAW--
a-u-g-u-s-a-w-c;SUG-USAWC-;SUG-USAWC-
a-u-g-u-s-a-w-t;SUG-USAWT-;SUG-USAWT-
a-u-g-u-s-a-x;SUG-USAX--;SUG-USAX--
a-u-g-u-s-a-x-c;SUG-USAXC-;SUG-USAXC-
a-u-g-u-s-a-x-t;SUG-USAXT-;SUG-USAXT-
a-u-g-u-s-m;SUG-USM---;SUG-USM---
a-u-g-u-s-m-c;SUG-USMC--;SUG-USMC--
a-u-g-u-s-m-d;SUG-USMD--;SUG-USMD--
a-u-g-u-s-m-d-c;SUG-USMDC-;SUG-USMDC-
a-u-g-u-s-m-d-t;SUG-USMDT-;SUG-USMDT-
a-u-g-u-s-m-m;SUG-USMM--;SUG-USMM--
a-u-g-u-s-m-m-c;SUG-USMMC-;SUG-USMMC-
a-u-g-u-s-m-m-t;SUG-USMMT-;SUG-USMMT-
a-u-g-u-s-m-p;SUG-USMP--;SUG-USMP--
a-u-g-u-s-m-p-c;SUG-USMPC-;SUG-USMPC-
a-u-g-u-s-m-p-t;SUG-USMPT-;SUG-USMPT-
a-u-g-u-s-m-t;SUG-USMT--;SUG-USMT--
a-u-g-u-s-m-v;SUG-USMV--;SUG-USMV--
a-u-g-u-s-m-v-c;SUG-USMVC-;SUG-USMVC-
a-u-g-u-s-m-v-t;SUG-USMVT-;SUG-USMVT-
a-u-g-u-s-s;SUG-USS---;SUG-USS---
a-u-g-u-s-s-1;SUG-USS1--;SUG-USS1--
a-u-g-u-s-s-1-c;SUG-USS1C-;SUG-USS1C-
a-u-g-u-s-s-1-t;SUG-USS1T-;SUG-USS1T-
a-u-g-u-s-s-2;SUG-USS2--;SUG-USS2--
a-u-g-u-s-s-2-c;SUG-USS2C-;SUG-USS2C-
a-u-g-u-s-s-2-t;SUG-USS2T-;SUG-USS2T-
a-u-g-u-s-s-3;SUG-USS3--;SUG-USS3--
a-u-g-u-s-s-3-a;SUG-USS3A-;SUG-USS3A-
a-u-g-u-s-s-3-a-c;SUG-USS3AC;SUG-USS3AC
a-u-g-u-s-s-3-a-t;SUG-USS3AT;SUG-USS3AT
a-u-g-u-s-s-3-c;SUG-USS3C-;SUG-USS3C-
a-u-g-u-s-s-3-t;SUG-USS3T-;SUG-USS3T-
a-u-g-u-s-s-4;SUG-USS4--;SUG-USS4--
a-u-g-u-s-s-4-c;SUG-USS4C-;SUG-USS4C-
a-u-g-u-s-s-4-t;SUG-USS4T-;SUG-USS4T-
a-u-g-u-s-s-5;SUG-USS5--;SUG-USS5--
a-u-g-u-s-s-5-c;SUG-USS5C-;SUG-USS5C-
a-u-g-u-s-s-5-t;SUG-USS5T-;SUG-USS5T-
a-u-g-u-s-s-6;SUG-USS6--;SUG-USS6--
a-u-g-u-s-s-6-c;SUG-USS6C-;SUG-USS6C-
a-u-g-u-s-s-6-t;SUG-USS6T-;SUG-USS6T-
a-u-g-u-s-s-7;SUG-USS7--;SUG-USS7--
a-u-g-u-s-s-7-c;SUG-USS7C-;SUG-USS7C-
a-u-g-u-s-s-7-t;SUG-USS7T-;SUG-USS7T-
a-u-g-u-s-s-8;SUG-USS8--;SUG-USS8--
a-u-g-u-s-s-8-c;SUG-USS8C-;SUG-USS8C-
a-u-g-u-s-s-8-t;SUG-USS8T-;SUG-USS8T-
a-u-g-u-s-s-9;SUG-USS9--;SUG-USS9--
a-u-g-u-s-s-9-c;SUG-USS9C-;SUG-USS9C-
a-u-g-u-s-s-9-t;SUG-USS9T-;SUG-USS9T-
a-u-g-u-s-s-c;SUG-USSC--;SUG-USSC--
a-u-g-u-s-s-l;SUG-USSL--;SUG-USSL--
a-u-g-u-s-s-l-c;SUG-USSLC-;SUG-USSLC-
a-u-g-u-s-s-l-t;SUG-USSLT-;SUG-USSLT-
a-u-g-u-s-s-t;SUG-USST--;SUG-USST--
a-u-g-u-s-s-w;SUG-USSW--;SUG-USSW--
a-u-g-u-s-s-w-c;SUG-USSWC-;SUG-USSWC-
a-u-g-u-s-s-w-p;SUG-USSWP-;SUG-USSWP-
a-u-g-u-s-s-w-p-c;SUG-USSWPC;SUG-USSWPC
a-u-g-u-s-s-w-p-t;SUG-USSWPT;SUG-USSWPT
a-u-g-u-s-s-w-t;SUG-USSWT-;SUG-USSWT-
a-u-g-u-s-s-x;SUG-USSX--;SUG-USSX--
a-u-g-u-s-s-x-c;SUG-USSXC-;SUG-USSXC-
a-u-g-u-s-s-x-t;SUG-USSXT-;SUG-USSXT-
a-u-g-u-s-t;SUG-UST---;SUG-UST---
a-u-g-u-s-t-a;SUG-USTA--;SUG-USTA--
a-u-g-u-s-t-a-c;SUG-USTAC-;SUG-USTAC-
a-u-g-u-s-t-a-t;SUG-USTAT-;SUG-USTAT-
a-u-g-u-s-t-c;SUG-USTC--;SUG-USTC--
a-u-g-u-s-t-i;SUG-USTI--;SUG-USTI--
a-u-g-u-s-t-i-c;SUG-USTIC-;SUG-USTIC-
a-u-g-u-s-t-i-t;SUG-USTIT-;SUG-USTIT-
a-u-g-u-s-t-m;SUG-USTM--;SUG-USTM--
a-u-g-u-s-t-m-c;SUG-USTMC-;SUG-USTMC-
a-u-g-u-s-t-m-t;SUG-USTMT-;SUG-USTMT-
a-u-g-u-s-t-r;SUG-USTR--;SUG-USTR--
a-u-g-u-s-t-r-c;SUG-USTRC-;SUG-USTRC-
a-u-g-u-s-t-r-t;SUG-USTRT-;SUG-USTRT-
a-u-g-u-s-t-s;SUG-USTS--;SUG-USTS--
a-u-g-u-s-t-s-c;SUG-USTSC-;SUG-USTSC-
a-u-g-u-s-t-s-t;SUG-USTST-;SUG-USTST-
a-u-g-u-s-t-t;SUG-USTT--;SUG-USTT--
a-u-g-u-s-x;SUG-USX---;SUG-USX---
a-u-g-u-s-x-c;SUG-USXC--;SUG-USXC--
a-u-g-u-s-x-e;SUG-USXE--;SUG-USXE--
a-u-g-u-s-x-e-c;SUG-USXEC-;SUG-USXEC-
a-u-g-u-s-x-e-t;SUG-USXET-;SUG-USXET-
a-u-g-u-s-x-h;SUG-USXH--;SUG-USXH--
a-u-g-u-s-x-h-c;SUG-USXHC-;SUG-USXHC-
a-u-g-u-s-x-h-t;SUG-USXHT-;SUG-USXHT-
a-u-g-u-s-x-o;SUG-USXO--;SUG-USXO--
a-u-g-u-s-x-o-c;SUG-USXOC-;SUG-USXOC-
a-u-g-u-s-x-o-m;SUG-USXOM-;SUG-USXOM-
a-u-g-u-s-x-o-m-c;SUG-USXOMC;SUG-USXOMC
a-u-g-u-s-x-o-m-t;SUG-USXOMT;SUG-USXOMT
a-u-g-u-s-x-o-t;SUG-USXOT-;SUG-USXOT-
a-u-g-u-s-x-r;SUG-USXR--;SUG-USXR--
a-u-g-u-s-x-r-c;SUG-USXRC-;SUG-USXRC-
a-u-g-u-s-x-r-t;SUG-USXRT-;SUG-USXRT-
a-u-g-u-s-x-t;SUG-USXT--;SUG-USXT--
a-u-g-u-u;SUG-UU----;SUG-UU----
a-u-g-u-u-a;SUG-UUA---;SUG-UUA---
a-u-g-u-u-a-b;SUG-UUAB--;SUG-UUAB--
a-u-g-u-u-a-b-r;SUG-UUABR-;SUG-UUABR-
a-u-g-u-u-a-c;SUG-UUAC--;SUG-UUAC--
a-u-g-u-u-a-c-c;SUG-UUACC-;SUG-UUACC-
a-u-g-u-u-a-c-c-k;SUG-UUACCK;SUG-UUACCK
a-u-g-u-u-a-c-c-m;SUG-UUACCM;SUG-UUACCM
a-u-g-u-u-a-c-r;SUG-UUACR-;SUG-UUACR-
a-u-g-u-u-a-c-r-s;SUG-UUACRS;SUG-UUACRS
a-u-g-u-u-a-c-r-w;SUG-UUACRW;SUG-UUACRW
a-u-g-u-u-a-c-s;SUG-UUACS-;SUG-UUACS-
a-u-g-u-u-a-c-s-a;SUG-UUACSA;SUG-UUACSA
a-u-g-u-u-a-c-s-m;SUG-UUACSM;SUG-UUACSM
a-u-g-u-u-a-d;SUG-UUAD--;SUG-UUAD--
a-u-g-u-u-a-n;SUG-UUAN--;SUG-UUAN--
a-u-g-u-u-e;SUG-UUE---;SUG-UUE---
a-u-g-u-u-i;SUG-UUI---;SUG-UUI---
a-u-g-u-u-l;SUG-UUL---;SUG-UUL---
a-u-g-u-u-l-c;SUG-UULC--;SUG-UULC--
a-u-g-u-u-l-d;SUG-UULD--;SUG-UULD--
a-u-g-u-u-l-f;SUG-UULF--;SUG-UULF--
a-u-g-u-u-l-m;SUG-UULM--;SUG-UULM--
a-u-g-u-u-l-s;SUG-UULS--;SUG-UULS--
a-u-g-u-u-m;SUG-UUM---;SUG-UUM---
a-u-g-u-u-m-a;SUG-UUMA--;SUG-UUMA--
a-u-g-u-u-m-c;SUG-UUMC--;SUG-UUMC--
a-u-g-u-u-m-j;SUG-UUMJ--;SUG-UUMJ--
a-u-g-u-u-m-m-o;SUG-UUMMO-;SUG-UUMMO-
a-u-g-u-u-m-o;SUG-UUMO--;SUG-UUMO--
a-u-g-u-u-m-q;SUG-UUMQ--;SUG-UUMQ--
a-u-g-u-u-m-r;SUG-UUMR--;SUG-UUMR--
a-u-g-u-u-m-r-g;SUG-UUMRG-;SUG-UUMRG-
a-u-g-u-u-m-r-s;SUG-UUMRS-;SUG-UUMRS-
a-u-g-u-u-m-r-s-s;SUG-UUMRSS;SUG-UUMRSS
a-u-g-u-u-m-r-x;SUG-UUMRX-;SUG-UUMRX-
a-u-g-u-u-m-s;SUG-UUMS--;SUG-UUMS--
a-u-g-u-u-m-s-e;SUG-UUMSE-;SUG-UUMSE-
a-u-g-u-u-m-s-e-a;SUG-UUMSEA;SUG-UUMSEA
a-u-g-u-u-m-s-e-c;SUG-UUMSEC;SUG-UUMSEC
a-u-g-u-u-m-s-e-d;SUG-UUMSED;SUG-UUMSED
a-u-g-u-u-m-s-e-i;SUG-UUMSEI;SUG-UUMSEI
a-u-g-u-u-m-s-e-j;SUG-UUMSEJ;SUG-UUMSEJ
a-u-g-u-u-m-s-e-t;SUG-UUMSET;SUG-UUMSET
a-u-g-u-u-m-t;SUG-UUMT--;SUG-UUMT--
a-u-g-u-u-p;SUG-UUP---;SUG-UUP---
a-u-g-u-u-s;SUG-UUS---;SUG-UUS---
a-u-g-u-u-s-a;SUG-UUSA--;SUG-UUSA--
a-u-g-u-u-s-c;SUG-UUSC--;SUG-UUSC--
a-u-g-u-u-s-c-l;SUG-UUSCL-;SUG-UUSCL-
a-u-g-u-u-s-f;SUG-UUSF--;SUG-UUSF--
a-u-g-u-u-s-m;SUG-UUSM--;SUG-UUSM--
a-u-g-u-u-s-m-l;SUG-UUSML-;SUG-UUSML-
a-u-g-u-u-s-m-n;SUG-UUSMN-;SUG-UUSMN-
a-u-g-u-u-s-m-s;SUG-UUSMS-;SUG-UUSMS-
a-u-g-u-u-s-o;SUG-UUSO--;SUG-UUSO--
a-u-g-u-u-s-r;SUG-UUSR--;SUG-UUSR--
a-u-g-u-u-s-r-s;SUG-UUSRS-;SUG-UUSRS-
a-u-g-u-u-s-r-t;SUG-UUSRT-;SUG-UUSRT-
a-u-g-u-u-s-r-w;SUG-UUSRW-;SUG-UUSRW-
a-u-g-u-u-s-s;SUG-UUSS--;SUG-UUSS--
a-u-g-u-u-s-w;SUG-UUSW--;SUG-UUSW--
a-u-g-u-u-s-x;SUG-UUSX--;SUG-UUSX--
a-u-p;SUP-------;SUP-------
a-u-p-l;SUP-L-----;SUP-------
a-u-p-s;SUP-S-----;SUP-S-----
a-u-p-t;SUP-T-----;SUP-T-----
a-u-p-v;SUP-V-----;SUP-V-----
a-u-s;SUS-------;SUS-------
a-u-s-c;SUS-C-----;SUS-C-----
a-u-s-c-a;SUS-CA----;SUS-CA----
a-u-s-c-a-l-a;SUS-CALA--;SUS-CALA--
a-u-s-c-a-l-c;SUS-CALC--;SUS-CALC--
a-u-s-c-a-l-s;SUS-CALS--;SUS-CALS--
a-u-s-c-a-l-s-m;SUS-CALSM-;SUS-CALS--
a-u-s-c-a-l-s-t;SUS-CALST-;SUS-CALS--
a-u-s-c-d;SUS-CD----;SUS-C-----
a-u-s-c-h;SUS-CH----;SUS-CH----
a-u-s-c-l;SUS-CL----;SUS-CL----
a-u-s-c-l-b-b;SUS-CLBB--;SUS-CLBB--
a-u-s-c-l-c-c;SUS-CLCC--;SUS-CLCC--
a-u-s-c-l-c-v;SUS-CLCV--;SUS-CLCV--
a-u-s-c-l-d-d;SUS-CLDD--;SUS-CLDD--
a-u-s-c-l-f-f;SUS-CLFF--;SUS-CLFF--
a-u-s-c-l-l-l;SUS-CLLL--;SUS-CL----
a-u-s-c-l-l-l-a-s;SUS-CLLLAS;SUS-CL----
a-u-s-c-l-l-l-m-i;SUS-CLLLMI;SUS-CL----
a-u-s-c-l-l-l-s-u;SUS-CLLLSU;SUS-CL----
a-u-s-c-m;SUS-CM----;SUS-CM----
a-u-s-c-m-m-a;SUS-CMMA--;SUS-CM----
a-u-s-c-m-m-h;SUS-CMMH--;SUS-CMMH--
a-u-s-c-m-m-l;SUS-CMML--;SUS-CMML--
a-u-s-c-m-m-s;SUS-CMMS--;SUS-CMMS--
a-u-s-c-p;SUS-CP----;SUS-CP----
a-u-s-c-p-s-b;SUS-CPSB--;SUS-CPSB--
a-u-s-c-p-s-u;SUS-CPSU--;SUS-CPSU--
a-u-s-c-p-s-u-g;SUS-CPSUG-;SUS-CP----
a-u-s-c-p-s-u-m;SUS-CPSUM-;SUS-CPSU--
a-u-s-c-p-s-u-t;SUS-CPSUT-;SUS-CPSU--
a-u-s-c-u;SUS-CU----;SUS-C-----
a-u-s-c-u-m;SUS-CUM---;SUS-C-----
a-u-s-c-u-n;SUS-CUN---;SUS-C-----
a-u-s-c-u-s;SUS-CUS---;SUS-C-----
a-u-s-g;SUS-G-----;SUS-G-----
a-u-s-g-c;SUS-GC----;SUS-GC----
a-u-s-g-g;SUS-GG----;SUS-GG----
a-u-s-g-t;SUS-GT----;SUS-GT----
a-u-s-g-u;SUS-GU----;SUS-GU----
a-u-s-n;SUS-N-----;SUS-N-----
a-u-s-n-f;SUS-NF----;SUS-N-----
a-u-s-n-h;SUS-NH----;SUS-NH----
a-u-s-n-i;SUS-NI----;SUS-NI----
a-u-s-n-m;SUS-NM----;SUS-NM----
a-u-s-n-n;SUS-NN----;SUS-N-----
a-u-s-n-n-r;SUS-NNR---;SUS-N-----
a-u-s-n-r;SUS-NR----;SUS-NR----
a-u-s-n-s;SUS-NS----;SUS-NS----
a-u-s-o;SUS-O-----;SUS-O-----
a-u-s-s;SUS-S-----;SUS-------
a-u-s-s-a;SUS-SA----;SUS-------
a-u-s-s-p;SUS-SP----;SUS-------
a-u-s-x;SUS-X-----;SUS-X-----
a-u-s-x-f;SUS-XF----;SUS-XF----
a-u-s-x-f-d-f;SUS-XFDF--;SUS-XF----
a-u-s-x-f-d-r;SUS-XFDR--;SUS-XF----
a-u-s-x-f-t-r;SUS-XFTR--;SUS-XF----
a-u-s-x-h;SUS-XH----;SUS-XH----
a-u-s-x-l;SUS-XL----;SUS-XL----
a-u-s-x-m;SUS-XM----;SUS-XM----
a-u-s-x-m-c;SUS-XMC---;SUS-XMC---
a-u-s-x-m-f;SUS-XMF---;SUS-XMF---
a-u-s-x-m-h;SUS-XMH---;SUS-XM----
a-u-s-x-m-o;SUS-XMO---;SUS-XMO---
a-u-s-x-m-p;SUS-XMP---;SUS-XMP---
a-u-s-x-m-r;SUS-XMR---;SUS-XM----
a-u-s-x-m-t-o;SUS-XMTO--;SUS-XM----
a-u-s-x-m-t-u;SUS-XMTU--;SUS-XM----
a-u-s-x-r;SUS-XR----;SUS-XR----
a-u-u;SUU-------;SUU-------
a-u-u-n;SUU-N-----;SUU-N-----
a-u-u-n-d;SUU-ND----;SUU-ND----
a-u-u-s;SUU-S-----;SUU-S-----
a-u-u-s-c;SUU-SC----;SUU-SC----
a-u-u-s-c-a;SUU-SCA---;SUU-SC----
a-u-u-s-c-b;SUU-SCB---;SUU-SC----
a-u-u-s-c-f;SUU-SCF---;SUU-SC----
a-u-u-s-c-g;SUU-SCG---;SUU-SC----
a-u-u-s-c-m;SUU-SCM---;SUU-SC----
a-u-u-s-f;SUU-SF----;SUU-S-----
a-u-u-s-n;SUU-SN----;SUU-SN----
a-u-u-s-n-a;SUU-SNA---;SUU-SN----
a-u-u-s-n-b;SUU-SNB---;SUU-SN----
a-u-u-s-n-f;SUU-SNF---;SUU-SN----
a-u-u-s-n-g;SUU-SNG---;SUU-SN----
a-u-u-s-n-m;SUU-SNM---;SUU-SN----
a-u-u-s-o;SUU-SO----;SUU-SO----
a-u-u-s-o-f;SUU-SOF---;SUU-SO----
a-u-u-s-s;SUU-SS----;SUU-------
a-u-u-s-s-a;SUU-SSA---;SUU-------
a-u-u-s-u;SUU-SU----;SUU-S-----
a-u-u-s-u-m;SUU-SUM---;SUU-S-----
a-u-u-s-u-n;SUU-SUN---;SUU-S-----
a-u-u-s-u-s;SUU-SUS---;SUU-S-----
a-u-u-w;SUU-W-----;SUU-W-----
a-u-u-w-d;SUU-WD----;SUU-WD----
a-u-u-w-d-m;SUU-WDM---;SUU-WDM---
a-u-u-w-m;SUU-WM----;SUU-WM----
a-u-u-w-m-d;SUU-WMD---;SUU-WMD---
a-u-u-w-m-f;SUU-WMF---;SUU-WMF---
a-u-u-w-m-f-d;SUU-WMFD--;SUU-WMFD--
a-u-u-w-m-g;SUU-WMG---;SUU-WMG---
a-u-u-w-m-g-d;SUU-WMGD--;SUU-WMGD--
a-u-u-w-m-m;SUU-WMM---;SUU-WMM---
a-u-u-w-m-m-d;SUU-WMMD--;SUU-WMMD--
a-u-u-w-m-o;SUU-WMO---;SUU-WMO---
a-u-u-w-m-o-d;SUU-WMOD--;SUU-WMOD--
a-u-u-w-t;SUU-WT----;SUU-WT----
